Year,Country,Drought,Extreme temperature,Flood,Landslide,Storm,Total Disasters,Wildfire,Sea Level,Carbon stocks in forests,Forest area,Index of carbon stocks in forests,Index of forest extent,Land area,Share of forest area,Artificial surfaces (including urban and associated areas): Climate altering,Climate Altering Land Cover Index: Climate altering,Grassland: Climate regulating,Herbaceous crops: Climate altering,Inland water bodies: Climate regulating,Mangroves: Climate regulating,Permanent snow and glaciers: Climate regulating,Shrub-covered areas: Climate regulating,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded: Climate regulating",Sparsely natural vegetated areas: Climate neutral,Terrestrial barren land: Climate neutral,Tree-covered areas: Climate regulating,Woody crops: Climate regulating,Temperature
2006,14,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.712777777777778,2242.2071,19245.13,88.76838433,94.18618935,32855.0,58.57595495,201.86,109.1886772,1593.08,766.11,451.93,650.14,0.0,1279.36,0.0,12.28,0.0,23163.56,5077.56,0.496
2007,14,0.0,0.0,2.0,0.0,0.0,2.0,0.0,9.988378378378378,2223.5581,19170.76,88.03007537,93.82222055,32855.0,58.34959671,208.84,103.9558682,1612.75,712.74,449.75,651.97,0.0,1298.87,0.0,13.23,0.0,23082.27,5165.44,0.538
2008,14,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.829125,2204.9091,19096.39,87.29176641,93.45825175,32855.0,58.12323847,215.23,108.825554,1633.11,749.52,446.29,653.79,0.0,1326.15,0.0,14.28,0.0,22995.08,5162.4,0.402
2009,14,0.0,0.0,2.0,0.0,0.0,1.0,0.0,37.65420814479638,2186.2601,19022.02,86.55345744,93.09428294,32855.0,57.89688023,221.41,106.448948,1647.38,722.27,446.12,655.25,0.0,1348.38,0.0,15.73,0.0,22933.81,5205.46,0.646
2010,14,0.0,0.0,0.0,0.0,0.0,2.0,0.0,56.77567567567568,2167.6112,18947.65,85.81515244,92.73031414,32855.0,57.67052199,227.53,107.0477329,1671.83,721.46,446.04,654.85,0.0,1375.34,0.0,16.97,0.0,22803.69,5278.16,0.876
2011,14,0.0,0.0,1.0,1.0,0.0,1.0,0.0,44.536849315068494,2210.3005,19050.964,87.5052105,93.23593567,32855.0,57.98497641,234.02,107.49011,1682.28,718.89,482.62,655.8,0.0,1384.39,0.0,18.17,0.0,22720.96,5298.68,0.517
2012,14,0.0,0.0,0.0,0.0,0.0,4.0,0.0,60.621980676328505,2252.9899,19154.278,89.19527253,93.74155719,32855.0,58.29943083,243.59,106.103742,1698.75,697.03,498.38,655.74,0.0,1398.25,0.0,18.96,0.0,22626.71,5358.41,0.697
2013,14,0.0,0.0,1.0,0.0,0.0,4.0,0.0,62.73676646706588,2295.6793,19257.592,90.88533455,94.24717872,32855.0,58.61388525,263.02,100.2200844,1708.19,625.44,499.0,655.73,0.0,1405.81,0.0,19.85,0.0,22586.72,5432.03,0.876
2014,14,1.0,0.0,1.0,0.0,0.0,2.0,0.0,44.59,2338.3687,19360.906,92.57539657,94.75280024,32855.0,58.92833967,274.64,101.791294,1737.21,627.75,514.19,662.41,0.0,1433.72,0.0,22.4,0.0,22458.0,5465.51,0.891
2015,14,0.0,0.0,1.0,0.0,0.0,4.0,0.0,43.74855855855856,2381.058,19464.22,94.26545463,95.25842176,32855.0,59.2427941,280.17,100.0,1737.54,606.34,514.16,662.26,0.0,1433.65,0.0,22.36,0.0,22458.91,5480.44,1.046
2016,14,0.0,0.0,4.0,0.0,0.0,5.0,0.0,69.29790476190476,2362.1805,19314.64,93.51809942,94.52637318,32855.0,58.78752093,293.99,102.5031356,1765.81,614.71,520.79,661.44,0.0,1457.16,0.0,24.58,0.0,22305.56,5551.77,1.484
2017,14,0.0,0.0,3.0,0.0,1.0,3.0,0.0,56.65627450980392,2356.0471,19264.49,93.27527974,94.28093772,32855.0,58.63488054,303.07,103.9479408,1778.28,618.44,520.84,661.48,0.0,1467.08,0.0,25.93,0.0,22235.32,5585.43,1.022
2018,14,0.0,0.0,2.0,0.0,0.0,7.0,0.0,53.88135135135135,2350.1059,19214.34,93.04006921,94.03550225,32855.0,58.48224015,307.56,105.1842479,1791.1,624.91,520.79,660.67,0.0,1476.5,0.0,26.74,0.0,22143.72,5643.88,1.026
2019,14,0.0,0.0,4.0,0.0,0.0,0.0,0.0,42.82639639639639,2343.9721,19164.19,92.79723369,93.79006679,32855.0,58.32959976,309.42,106.0708058,1810.82,630.91,522.26,659.56,0.0,1494.19,0.0,28.29,0.0,22042.42,5698.02,1.318
2020,14,0.0,0.0,5.0,0.0,0.0,7.0,0.0,76.59772727272727,2337.8382,19114.04,92.55439422,93.54463133,32855.0,58.17695937,314.15,106.8333146,1817.94,632.95,522.68,657.18,0.0,1500.06,0.0,28.61,0.0,22006.21,5716.47,1.281
1992,15,0.0,2.0,0.0,0.0,1.0,6.0,0.0,14.859166666666669,1931.2182,70149.59,100.0,100.0,194395.0,36.08610818,553.07,96.08821583,17509.21,24210.19,1708.41,714.57,0.0,72138.27,144.8,60.95,2781.37,73620.3,2512.88,0.037
1993,15,0.0,0.0,2.0,0.0,5.0,6.0,0.0,-13.265098039215689,1925.1333,69928.56,99.68491908,99.68491619,194395.0,35.9724067,569.38,96.30865467,17509.91,24250.68,1708.38,714.55,0.0,72125.83,144.69,60.84,2781.3,73622.52,2465.86,0.278
1994,15,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-8.106274509803923,1919.0483,69707.53,99.36983299,99.36983238,194395.0,35.85870521,585.5,96.17502153,17510.52,24200.15,1708.27,714.53,0.0,72114.7,144.57,60.75,2781.14,73624.84,2509.2,0.652
1995,15,1.0,1.0,0.0,0.0,5.0,7.0,0.0,-5.2635106382978725,1912.9633,69486.5,99.05474689,99.05474857,194395.0,35.74500373,600.94,96.29001851,17507.45,24214.34,1723.22,742.34,0.0,72128.35,126.45,60.65,2780.34,73502.63,2567.41,0.735
1996,15,1.0,0.0,1.0,0.0,4.0,6.0,0.0,-18.56316831683168,1906.8784,69265.47,98.73966598,98.73966476,194395.0,35.63130225,616.42,96.37754868,17501.79,24221.4,1737.38,746.13,0.0,72046.35,124.28,60.56,2779.41,73561.32,2558.94,0.48
1997,15,0.0,2.0,0.0,1.0,3.0,6.0,0.0,-5.853838383838384,1900.7934,69044.44,98.42457988,98.42458096,194395.0,35.51760076,631.74,96.57429211,17499.24,24256.8,1742.86,754.51,0.0,71989.99,121.97,60.51,2776.94,73567.71,2551.84,0.404
1998,15,0.0,1.0,2.0,1.0,4.0,7.0,1.0,-5.362929292929293,1894.7085,68823.41,98.10949897,98.10949715,194395.0,35.40389928,648.68,97.00332463,17522.34,24350.42,1747.38,785.71,0.0,71970.27,119.19,60.5,2774.33,73398.44,2576.79,0.645
1999,15,1.0,1.0,4.0,0.0,1.0,8.0,0.0,-0.1326262626262626,1888.6235,68602.38,97.79441287,97.79441334,194395.0,35.29019779,665.77,98.56609295,17710.63,24736.09,1750.43,793.61,0.0,71534.63,116.77,60.59,2772.91,73227.72,2585.0,0.553
2000,15,0.0,1.0,3.0,0.0,2.0,3.0,0.0,-4.057254901960785,1882.5386,68381.35,97.47933196,97.47932953,194395.0,35.17649631,684.39,98.72834369,17724.82,24759.27,1752.94,804.6,0.0,71252.76,113.75,60.52,2774.29,73353.5,2673.2,0.542
2001,15,0.0,0.0,1.0,0.0,5.0,7.0,0.0,5.554392523364487,1900.7379,68237.546,98.42170605,97.27433332,194395.0,35.10252116,721.51,99.26996737,17795.67,24861.73,1749.83,813.51,0.0,71023.79,103.31,60.14,2780.4,73367.98,2676.14,0.475
2002,15,1.0,1.0,2.0,0.0,3.0,7.0,0.0,18.741563981042653,1918.9372,68093.742,99.36408014,97.06933711,194395.0,35.028546,746.82,99.4597987,17826.62,24885.35,1769.52,815.87,0.0,70993.11,94.32,59.79,2773.55,73279.9,2709.22,0.652
2003,15,0.0,1.0,3.0,1.0,2.0,7.0,1.0,25.648858447488585,1937.1365,67949.938,100.3064542,96.8643409,194395.0,34.95457085,765.08,101.3705431,17831.68,25359.51,1794.24,818.39,0.0,70944.51,82.77,59.64,2766.86,73257.23,2274.12,0.811
2004,15,0.0,1.0,2.0,0.0,0.0,3.0,0.0,12.639861111111111,1955.3358,67806.134,101.2488283,96.65934469,194395.0,34.88059569,778.42,99.48044356,17846.22,24859.06,1813.61,820.48,0.0,70885.68,75.47,59.62,2765.41,73240.07,2809.95,0.314
2005,15,0.0,0.0,3.0,0.0,4.0,7.0,0.0,14.279384615384616,1973.5351,67662.33,102.1912024,96.45434849,194395.0,34.80662054,803.15,99.70424249,17851.78,24892.01,1825.92,820.53,0.0,70825.51,70.01,59.53,2762.94,73257.03,2785.61,0.74
2006,15,0.0,1.0,1.0,2.0,3.0,8.0,0.0,8.943333333333333,1991.7344,67518.526,103.1335765,96.24935228,194395.0,34.73264539,825.95,99.86833925,17860.76,24911.5,1829.44,820.93,0.0,70767.09,68.58,59.55,2763.1,73269.46,2777.66,0.873
2007,15,0.0,0.0,2.0,1.0,4.0,11.0,0.0,19.89333333333333,2009.9337,67374.722,104.0759506,96.04435607,194395.0,34.65867023,848.25,100.0046696,17866.15,24924.35,1833.74,822.53,0.0,70717.38,68.12,59.52,2764.11,73267.08,2782.91,0.452
2008,15,0.0,0.0,1.0,1.0,1.0,2.0,0.0,30.482236024844724,2028.1331,67230.918,105.0183299,95.83935986,194395.0,34.58469508,867.8,100.1016815,17899.51,24929.8,1835.07,824.27,0.0,70730.53,66.54,59.45,2766.15,73138.24,2836.77,0.497
2009,15,0.0,0.0,5.0,0.0,2.0,5.0,0.0,23.721232876712328,2046.3324,67087.114,105.960704,95.63436365,194395.0,34.51071993,887.27,100.2423955,17913.99,24946.59,1846.59,824.56,0.0,70756.41,65.91,59.23,2765.6,73056.34,2831.61,0.99
2010,15,0.0,0.0,2.0,2.0,4.0,6.0,0.0,18.885113122171944,2064.5317,66943.31,106.9030781,95.42936744,194395.0,34.43674477,907.73,100.1497541,17918.42,24902.23,1847.05,825.72,0.0,70773.71,65.68,59.24,2766.35,73009.14,2878.64,0.233
2011,15,1.0,1.0,3.0,0.0,5.0,4.0,1.0,18.6985,2060.7544,66820.83,106.7074865,95.25476913,194395.0,34.37373904,927.38,100.0482032,17933.75,24856.43,1852.27,824.94,0.0,70872.19,66.13,59.45,2766.7,72861.21,2933.62,0.941
2012,15,0.0,0.0,0.0,0.0,2.0,7.0,0.0,44.78951690821256,2056.9771,66698.35,106.5118949,95.08017082,194395.0,34.3107333,957.36,100.1917293,17945.05,24863.44,1853.48,824.63,0.0,70944.04,66.11,59.39,2765.41,72744.74,2930.43,0.849
2013,15,0.0,0.0,1.0,0.0,4.0,5.0,0.0,31.5245508982036,2053.1998,66575.87,106.3163034,94.90557251,194395.0,34.24772757,1004.25,100.7586525,17948.22,24962.65,1864.07,824.32,0.0,70956.72,65.99,59.3,2764.66,72693.62,2810.25,0.679
2014,15,0.0,0.0,0.0,0.0,6.0,3.0,0.0,50.65550458715596,2049.4225,66453.39,106.1207118,94.73097419,194395.0,34.18472183,1041.34,100.0958397,17948.13,24754.74,1863.64,825.26,0.0,70946.56,65.99,59.36,2764.45,72694.23,2990.32,0.793
2015,15,0.0,0.0,1.0,0.0,3.0,6.0,0.0,69.48711711711711,2045.6453,66330.91,105.9251254,94.55637588,194395.0,34.12171609,1065.11,100.0,17947.45,24706.28,1863.49,825.22,0.0,70938.94,65.89,59.31,2764.32,72698.15,3019.93,1.028
2016,15,0.0,0.0,5.0,0.0,2.0,7.0,0.0,76.25495238095237,2041.7051,66203.15,105.7210987,94.3742508,194395.0,34.05599424,1164.01,100.2184572,17987.19,24663.69,1865.98,825.92,0.0,70753.35,68.0,59.48,2765.18,72824.58,2976.79,1.233
2017,15,0.0,0.0,1.0,0.0,4.0,1.0,0.0,56.1259477124183,2037.7647,66075.38,105.5170617,94.19211146,194395.0,33.99026724,1193.27,99.42651432,17993.12,24430.33,1864.23,825.06,0.0,70706.18,68.34,59.65,2766.11,72828.98,3218.86,1.501
2018,15,0.0,0.0,1.0,0.0,2.0,2.0,0.0,65.2263963963964,2033.8243,65947.61,105.3130247,94.00997212,194395.0,33.92454024,1211.49,99.25884112,18017.89,24368.88,1863.15,825.12,0.0,70719.71,69.39,61.47,2768.3,72733.69,3314.9,1.123
2019,15,0.0,0.0,3.0,0.0,3.0,0.0,0.0,85.77414414414415,2029.8842,65819.85,105.1090032,93.82784703,194395.0,33.85881839,1264.27,99.31571912,18064.86,24330.77,1862.99,823.6,0.0,70649.57,70.26,63.57,2775.26,72626.32,3422.61,1.262
2020,15,0.0,0.0,2.0,0.0,5.0,3.0,0.0,85.13576576576577,2025.9437,65692.08,104.904961,93.64570769,194395.0,33.79309139,1263.74,99.54379319,18083.39,24390.07,1862.1,821.44,0.0,70666.21,71.55,63.76,2776.05,72555.61,3400.1,1.621
1992,16,0.0,0.0,0.0,0.0,0.0,3.0,1.0,-8.2825,614.5267,5693.752,100.0,100.0,14300.0,39.81644755,10.57,102.3388807,3202.53,2995.87,30.53,0.0,488.22,557.91,2.29,10.3,192.1,7260.73,48.79,-0.023
1993,16,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-14.415588235294118,615.7005,5704.628,100.1910088,100.1910164,14300.0,39.8925035,10.71,101.9600856,3202.5,2984.6,30.53,0.0,488.22,557.9,2.29,10.3,192.1,7260.75,59.93,-0.124
1994,16,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-18.461176470588235,616.8743,5715.504,100.3820176,100.3820328,14300.0,39.96855944,10.8,101.5853062,3202.49,2973.5,30.53,0.0,488.22,557.9,2.29,10.3,192.1,7260.74,70.96,0.207
1995,16,0.0,0.0,1.0,2.0,0.0,2.0,0.0,-4.3100000000000005,618.0482,5726.38,100.5730426,100.5730492,14300.0,40.04461538,10.92,101.6469185,3186.11,2975.19,30.53,0.0,488.22,538.34,2.29,10.3,190.35,7285.35,82.23,0.365
1996,16,0.0,0.0,2.0,0.0,1.0,1.0,0.0,-3.056268656716417,619.222,5737.256,100.7640514,100.7640656,14300.0,40.12067133,11.02,101.3404223,3184.06,2966.09,30.53,0.0,488.22,534.0,2.29,10.3,190.27,7289.92,93.15,0.272
1997,16,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-16.098787878787878,620.3959,5748.132,100.9550765,100.955082,14300.0,40.19672727,11.1,101.282623,3184.56,2964.31,30.53,0.0,488.22,530.63,2.31,10.3,190.26,7283.4,104.22,-0.357
1998,16,0.0,0.0,2.0,0.0,0.0,2.0,0.0,-3.723030303030303,621.5697,5759.008,101.1460853,101.1460984,14300.0,40.27278322,11.3,101.2530083,3185.92,2963.24,30.53,0.0,488.22,530.78,2.31,10.3,190.17,7271.8,115.27,0.365
1999,16,0.0,0.0,1.0,0.0,0.0,2.0,1.0,-5.426060606060606,622.7436,5769.884,101.3371103,101.3371148,14300.0,40.34883916,11.53,104.545616,3216.34,3059.74,30.53,0.0,488.22,556.12,2.31,10.3,190.03,7104.29,130.44,0.662
2000,16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.088823529411764,623.9174,5780.76,101.5281191,101.5281312,14335.0,40.32619463,11.89,104.4526872,3217.85,3056.65,30.53,0.0,488.22,558.11,2.31,10.3,190.15,7092.17,141.67,0.109
2001,16,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.870277777777778,625.8739,5798.887,101.8464942,101.8464977,14335.0,40.45264737,13.83,104.5268941,3222.54,3056.89,30.53,0.0,488.22,563.18,2.31,10.31,187.82,7071.05,153.17,0.469
2002,16,0.0,1.0,0.0,1.0,0.0,4.0,0.0,-1.1278571428571431,627.8303,5817.014,102.164853,102.1648642,14335.0,40.5791001,14.69,104.4033294,3220.29,3052.4,30.53,0.0,488.22,560.29,2.31,10.31,187.28,7076.66,156.87,0.57
2003,16,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.558767123287671,629.7868,5835.141,102.4832281,102.4832307,14335.0,40.70555284,15.19,104.1164436,3216.76,3043.47,30.53,0.0,488.22,552.9,2.31,10.31,187.2,7088.62,164.33,0.332
2004,16,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6.170277777777778,631.7432,5853.268,102.801587,102.8015973,14335.0,40.83200558,15.53,103.8406504,3213.97,3035.03,30.53,0.0,488.22,548.17,2.31,10.31,187.03,7097.2,171.55,0.386
2005,16,0.0,0.0,2.0,1.0,0.0,5.0,0.0,14.164615384615386,633.6997,5871.395,103.1199621,103.1199638,14335.0,40.95845832,16.12,103.6224549,3212.24,3028.03,30.53,0.0,488.22,539.38,2.31,10.31,186.77,7109.3,176.64,0.73
2006,16,1.0,0.0,1.0,2.0,0.0,2.0,0.0,9.023055555555556,635.6561,5889.522,103.4383209,103.4383303,14335.0,41.08491106,17.1,103.5053577,3212.51,3023.61,30.53,0.0,488.22,536.8,2.31,10.32,186.84,7111.0,180.61,0.854
2007,16,0.0,0.0,1.0,0.0,0.0,6.0,0.0,9.205675675675677,637.6126,5907.649,103.756696,103.7566968,14335.0,41.21136379,17.77,103.440682,3211.27,3021.04,30.53,0.0,488.22,528.64,2.31,10.32,186.72,7120.96,182.07,0.721
2008,16,0.0,0.0,2.0,0.0,0.0,3.0,0.0,33.72401869158878,639.569,5925.776,104.0750548,104.0750633,14335.0,41.33781653,18.39,103.2129553,3212.23,3013.73,30.53,0.0,488.22,526.66,2.31,10.32,186.42,7120.98,190.06,0.379
2009,16,1.0,1.0,2.0,1.0,0.0,2.0,0.0,27.502260273972603,641.5255,5943.903,104.3934299,104.3934299,14335.0,41.46426927,19.26,102.8735083,3213.54,3002.89,30.53,0.0,488.22,526.94,2.31,10.32,186.54,7118.66,200.65,1.177
2010,16,0.0,0.0,2.0,0.0,0.0,6.0,0.0,45.4320945945946,643.4819,5962.03,104.7117888,104.7117964,14335.0,41.59072201,19.89,102.6806412,3214.5,2996.59,30.53,0.0,488.22,527.92,2.31,10.32,186.54,7114.08,208.94,1.2
2011,16,0.0,2.0,2.0,2.0,0.0,2.0,0.0,42.233493150684936,643.4819,5962.03,104.7117888,104.7117964,14335.0,41.59072201,20.59,101.8908469,3214.98,2972.69,30.53,0.0,488.22,527.48,2.31,10.33,186.47,7114.5,231.75,0.282
2012,16,0.0,1.0,1.0,1.0,0.0,3.0,0.0,45.26702898550725,643.4819,5962.03,104.7117888,104.7117964,14335.0,41.59072201,21.42,100.0272319,3215.18,2917.11,30.53,0.0,488.22,528.09,2.31,10.33,186.34,7113.83,286.48,0.468
2013,16,0.0,0.0,2.0,0.0,0.0,3.0,0.0,53.46133928571429,643.4819,5962.03,104.7117888,104.7117964,14335.0,41.59072201,22.74,99.86608828,3216.48,2911.06,30.53,0.0,488.22,528.48,2.33,10.4,186.82,7110.87,291.93,0.232
2014,16,0.0,0.0,3.0,2.0,1.0,2.0,0.0,44.59777777777778,643.4819,5962.03,104.7117888,104.7117964,14335.0,41.59072201,25.45,99.99557481,3217.93,2912.15,30.53,0.0,488.22,529.44,2.33,10.4,186.62,7104.69,292.08,0.401
2015,16,0.0,0.0,0.0,2.0,0.0,2.0,0.0,60.5004054054054,643.4819,5962.03,104.7117888,104.7117964,14335.0,41.59072201,26.7,100.0,3217.93,2911.03,30.51,0.0,488.22,529.34,2.33,10.4,186.62,7104.79,291.97,0.673
2016,16,0.0,0.0,2.0,0.0,0.0,1.0,1.0,73.17535714285714,643.4819,5962.03,104.7117888,104.7117964,14335.0,41.59072201,26.71,98.86170615,3210.39,2877.58,30.56,0.0,488.22,524.83,2.29,10.4,187.09,7153.15,288.62,1.195
2017,16,0.0,0.0,2.0,1.0,0.0,3.0,0.0,56.49450980392157,643.4819,5962.03,104.7117888,104.7117964,14335.0,41.59072201,26.91,98.61716648,3207.88,2870.2,30.57,0.0,488.22,523.56,2.29,10.4,187.15,7164.8,287.88,1.129
2018,16,0.0,1.0,1.0,0.0,0.0,4.0,0.0,50.00243243243243,643.4819,5962.03,104.7117888,104.7117964,14335.0,41.59072201,26.95,98.66182534,3205.73,2871.47,30.57,0.0,488.22,525.36,2.29,10.75,189.15,7161.36,288.0,0.63
2019,16,0.0,0.0,1.0,0.0,1.0,3.0,0.0,53.936216216216216,643.4819,5962.03,104.7117888,104.7117964,14335.0,41.59072201,27.04,98.50456116,3199.44,2866.76,30.58,0.0,488.22,526.28,2.29,11.0,189.07,7171.64,287.53,0.699
2020,16,0.0,0.0,1.0,0.0,0.0,3.0,0.0,75.94837837837838,643.4819,5962.03,104.7117888,104.7117964,14335.0,41.59072201,27.33,98.43542887,3197.07,2864.4,30.6,0.0,488.39,527.85,2.26,11.22,188.84,7174.4,287.29,0.059
1992,17,0.0,0.0,2.0,1.0,0.0,3.0,0.0,-27.8,225.7512,4891.684,100.0,100.0,77088.0,6.345584267,40.48,99.11396022,15985.16,24238.18,540.06,8.21,210.93,7276.89,381.1,2651.63,24978.71,2480.17,372.65,-0.292
1993,17,0.0,0.0,1.0,2.0,1.0,5.0,0.0,-1.7735294117647065,223.5566,4844.131,99.02786785,99.02788079,77088.0,6.283897623,41.24,98.93701207,15985.06,24194.06,540.06,8.21,210.93,7276.76,381.08,2651.59,24978.71,2480.25,416.17,0.522
1994,17,0.0,0.0,1.0,0.0,2.0,3.0,0.0,-1.0,221.3621,4796.578,98.05577999,98.05576157,77088.0,6.22221098,42.21,98.87489452,15984.89,24177.88,540.06,8.21,210.93,7276.63,381.08,2651.55,24978.71,2480.38,431.61,0.289
1995,17,0.0,0.0,3.0,0.0,0.0,6.0,0.0,3.8375,219.1675,4749.025,97.08364784,97.08364236,77088.0,6.160524336,43.07,98.98123975,15983.4,24203.07,534.84,8.22,210.93,7224.99,381.21,2654.24,25007.05,2463.38,449.74,0.018
1996,17,0.0,1.0,1.0,1.0,0.0,1.0,0.0,-6.553030303030303,216.9729,4701.472,96.11151569,96.11152315,77088.0,6.098837692,44.0,98.90400168,15993.82,24183.22,525.64,8.22,210.93,7191.17,381.55,2655.1,25017.98,2460.14,492.37,-0.037
1997,17,0.0,1.0,2.0,0.0,2.0,5.0,0.0,11.501515151515152,214.7784,4653.919,95.13942783,95.13940394,77088.0,6.037151048,44.97,99.01529576,16013.66,24209.5,522.48,8.22,210.93,7177.5,381.72,2655.5,25000.5,2448.53,490.59,-0.285
1998,17,0.0,0.0,1.0,1.0,1.0,6.0,0.0,3.550000000000001,212.5838,4606.366,94.16729568,94.16728472,77088.0,5.975464404,46.04,99.21207483,16053.5,24256.66,520.06,8.29,210.93,7151.53,381.96,2655.3,24976.19,2404.88,498.85,0.53
1999,17,1.0,1.0,2.0,0.0,2.0,6.0,0.0,-28.68636363636364,210.3892,4558.813,93.19516353,93.19516551,77088.0,5.91377776,47.19,99.59906266,16324.22,24350.29,517.28,8.29,210.93,7028.48,382.5,2672.95,24728.81,2387.57,505.63,0.961
2000,17,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-19.738235294117647,208.1946,4511.26,92.22303137,92.2230463,77088.0,5.852091117,48.69,99.54272623,16585.19,24334.99,517.27,8.29,210.93,6923.06,382.6,2731.28,24539.72,2366.26,515.86,0.807
2001,17,0.0,1.0,1.0,2.0,1.0,8.0,0.0,-22.166666666666668,206.2677,4469.507,91.36948109,91.36949566,77088.0,5.797928342,73.86,99.52943655,16628.39,24306.58,517.23,8.29,210.93,6902.04,382.66,2744.08,24504.49,2363.79,521.85,0.88
2002,17,0.0,2.0,3.0,0.0,1.0,9.0,0.0,-8.410714285714286,204.3408,4427.754,90.51593081,90.51594502,77088.0,5.743765567,94.25,99.64915616,16795.03,24315.51,517.67,8.29,210.93,6895.42,382.63,2749.84,24314.42,2363.03,517.15,1.141
2003,17,0.0,1.0,3.0,1.0,1.0,10.0,0.0,7.326575342465754,202.4139,4386.001,89.66238053,89.66239438,77088.0,5.689602792,125.55,99.83605506,16927.83,24330.02,519.0,8.29,210.93,6890.36,382.56,2746.23,24147.76,2367.13,508.6,0.672
2004,17,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.55125,200.487,4344.248,88.80883025,88.80884374,77088.0,5.635440017,152.19,99.66431769,17544.82,24261.25,525.78,8.27,210.93,6887.26,382.47,2809.62,23420.25,2372.9,588.32,1.188
2005,17,0.0,1.0,5.0,1.0,1.0,3.0,0.0,15.431384615384616,198.5601,4302.495,87.95527997,87.95529311,77088.0,5.581277242,164.49,99.61434323,17789.42,24236.73,526.62,8.28,210.93,6886.48,382.43,2804.53,23140.58,2374.99,638.65,0.38
2006,17,0.0,1.0,7.0,1.0,0.0,7.0,0.0,10.472777777777775,196.6332,4260.742,87.10172969,87.10174247,77088.0,5.527114467,179.51,99.66929168,17899.82,24235.17,526.54,8.29,210.93,6873.87,382.55,2802.38,23015.19,2378.44,651.44,1.218
2007,17,0.0,0.0,6.0,3.0,1.0,1.0,0.0,19.03891891891892,194.7063,4218.989,86.24817941,86.24819183,77088.0,5.472951692,192.74,99.74788953,18637.11,24241.19,528.28,8.39,210.93,6872.84,382.51,2823.25,22215.02,2382.78,669.08,0.855
2008,17,0.0,0.0,3.0,0.0,0.0,5.0,0.0,18.48075471698113,192.7794,4177.236,85.39462913,85.39464119,77088.0,5.418788917,202.12,99.70096074,18739.68,24220.37,529.17,8.46,210.93,6871.78,382.77,2816.31,22094.97,2386.45,701.29,0.569
2009,17,0.0,0.0,3.0,0.0,0.0,2.0,0.0,36.31767123287671,190.8525,4135.483,84.54107885,84.54109055,77088.0,5.364626142,210.76,99.73951065,18827.93,24221.17,529.32,8.49,210.93,6871.86,382.82,2816.03,21990.49,2388.93,705.56,1.191
2010,17,0.0,0.0,4.0,2.0,1.0,3.0,0.0,34.22581081081081,188.9256,4093.73,83.68752857,83.68753991,77088.0,5.310463367,219.48,99.77341026,18859.57,24220.72,529.28,8.49,210.93,6872.31,382.81,2811.62,21956.44,2390.38,702.15,1.45
2011,17,0.0,0.0,1.0,0.0,0.0,7.0,0.0,36.79164383561644,187.4384,4061.504,83.02875023,83.02874838,77088.0,5.268659195,226.4,99.87471784,18901.39,24238.65,537.55,8.48,210.93,6871.4,380.42,2812.83,21910.97,2392.06,673.21,1.006
2012,17,0.0,0.0,3.0,2.0,0.0,8.0,0.0,46.41608695652174,185.9512,4029.278,82.3699719,82.36995685,77088.0,5.226855023,237.7,99.93368621,18895.84,24241.77,537.48,8.48,210.93,6871.36,380.46,2813.44,21913.98,2393.02,659.75,0.446
2013,17,0.0,0.0,2.0,0.0,0.0,5.0,0.0,59.57410714285714,184.4639,3997.052,81.71114927,81.71116532,77088.0,5.185050851,258.3,99.99744276,18894.35,24236.8,537.62,8.47,210.93,6874.56,380.45,2815.62,21906.88,2395.97,644.3,0.991
2014,17,0.0,1.0,1.0,0.0,1.0,2.0,0.0,47.59611111111112,182.9767,3964.826,81.05237093,81.05237378,77088.0,5.143246679,279.1,99.97640988,18867.43,24210.82,542.56,8.44,210.93,6874.42,380.03,2819.27,21926.61,2398.72,645.83,0.57
2015,17,0.0,1.0,6.0,0.0,0.0,10.0,0.0,76.09108108108107,181.4895,3932.6,80.39359259,80.39358225,77088.0,5.101442507,290.89,100.0,18867.54,24204.79,542.56,8.44,210.93,6874.27,380.0,2819.12,21926.0,2401.0,638.56,0.735
2016,17,0.0,0.0,7.0,0.0,1.0,6.0,0.0,76.02228571428572,178.5193,3868.24,79.07789637,79.07787993,77088.0,5.017953508,290.9,99.95418043,18924.95,24193.55,545.68,8.44,210.93,6872.95,379.92,2820.35,21874.86,2413.88,627.67,1.371
2017,17,0.0,0.0,2.0,1.0,2.0,2.0,0.0,66.08921568627451,177.6738,3849.92,78.70336902,78.70336678,77088.0,4.99418846,317.05,99.96848424,18931.42,24170.91,546.24,8.44,210.93,6870.76,379.87,2826.02,21865.12,2423.19,614.15,1.47
