Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Name,CTS Code,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
Germany,DE,DEU,Transition Pathways,Surface temperature,5th percentile,REMIND-MAgPIE,Fragmented World,Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.665119173,9.817536153,9.908206047,10.03248351,10.11552457,10.14415077,10.19996627
Germany,DE,DEU,Transition Pathways,Surface temperature,5th percentile,REMIND-MAgPIE,Low Demand,Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.665119173,9.822439937,9.907965666,9.972846369,9.937160521,9.862610553,9.813816003
Germany,DE,DEU,Transition Pathways,Surface temperature,5th percentile,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.665119173,9.816148252,9.90626515,10.02104873,10.08537869,10.10179944,10.14139472
Germany,DE,DEU,Transition Pathways,Surface temperature,5th percentile,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.665119173,9.818189098,9.90932599,9.984401503,9.973899934,9.915964738,9.896782952
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,GCAM,Below 2°C,Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.964392,10.19684,10.46164,10.66515,10.80782,10.93867,11.05116
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,GCAM,Current Policies (Hot house world scenario),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.988242,10.187,10.38748,10.56803,10.75348,11.00878,11.24432
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,GCAM,Delayed Transition (Disorderly scenario),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.963695,10.18113,10.41489,10.666,10.84644,11.00328,11.11734
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,GCAM,Fragmented World,Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.988472,10.18685,10.38769,10.57929,10.75807,10.98073,11.17082
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,GCAM,Low Demand,Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.963489,10.17577,10.42269,10.61677,10.74952,10.86147,10.88086
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,GCAM,Nationally Determined Contributions (NDCs),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.98873,10.19292,10.39919,10.58768,10.76599,10.995,11.20365
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,GCAM,Net Zero 2050 (Orderly scenario),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.964629,10.20294,10.47661,10.6679,10.78522,10.87656,10.8677
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,MESSAGEix-GLOBIOM,Below 2°C,Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.944895,10.19362,10.47526,10.67241,10.80321,10.92254,11.03738
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.968784,10.19298,10.37493,10.56267,10.75703,10.99315,11.21098
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.944715,10.18674,10.40213,10.66753,10.85339,10.98586,11.10217
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,MESSAGEix-GLOBIOM,Fragmented World,Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.968874,10.19249,10.37566,10.6032,10.79531,11.0047,11.167
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,MESSAGEix-GLOBIOM,Low Demand,Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.944916,10.19575,10.52381,10.70094,10.78366,10.84435,10.8785
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.969066,10.19682,10.38341,10.56694,10.74956,10.95556,11.13578
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.944916,10.19492,10.4934,10.6533,10.71312,10.76974,10.80729
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,REMIND-MAgPIE,Below 2°C,Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.963316356,10.18330857,10.39766677,10.60055767,10.73794807,10.84858362,10.93803243
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,REMIND-MAgPIE,Current Policies (Hot house world scenario),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.963316356,10.18521651,10.35117175,10.55189609,10.7314233,10.97992801,11.21704614
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.963316356,10.18521651,10.35117175,10.59742008,10.77912435,10.90405404,10.98593895
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,REMIND-MAgPIE,Fragmented World,Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.963316356,10.18521651,10.35117175,10.54855196,10.72970982,10.95463531,11.13539143
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,REMIND-MAgPIE,Low Demand,Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.963316356,10.16154001,10.36597083,10.57014885,10.64694852,10.59863366,10.59542121
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.963316356,10.18259894,10.35473818,10.54761506,10.71280085,10.89641039,11.05398247
Germany,DE,DEU,Transition Pathways,Surface temperature,95th percentile,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Degree Celsius,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.963316356,10.18674874,10.40514795,10.57464421,10.63730762,10.66828983,10.69815365
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,GCAM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0026,0.1639,17.9147,60.3498,95.3893,116.9056,126.2176
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0026,0.1657,2.3325,9.5254,10.9597,11.9419,12.2789
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0026,0.1662,2.3409,44.1952,77.9926,94.8131,105.8796
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,GCAM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0026,0.1669,2.3529,31.2335,49.4846,58.7829,61.2438
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,GCAM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0026,0.1275,8.7496,61.7962,111.5723,129.8056,196.2084
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0026,0.1863,22.3367,42.7072,50.1004,52.1046,52.2205
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0026,0.3147,61.6273,109.8468,143.1424,134.1995,167.4626
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.8008,1.0551,3.6374,6.095
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0153,0.0151,1.7742,2.8849
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.6944,1.5856,3.6523,5.7087
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.2178,1.4535,2.149,3.2447,6.5424
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.699,1.753,3.3236,4.2221
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.6949,1.8294,3.258,7.299,12.0836
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.7062,4.1583,10.7071,19.2329,24.6117,26.1945
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.4595,0.4921,0.4939,0.4805,0.4578,0.4034
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.4603,0.4936,1.9941,26.3033,70.5154,81.2682
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,REMIND-MAgPIE,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.4496,0.4684,1.3083,7.4522,11.2168,14.5377
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,REMIND-MAgPIE,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.6506,11.3183,24.0823,36.0634,42.2427,42.1228
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.6936,6.2801,13.5587,21.3292,23.0273,23.4198
Germany,DE,DEU,Transition Pathways,Emissions and CCS,Bioenergy with CCS,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.6647,22.1209,60.6434,93.4365,95.8885,90.1416
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3002,1.7942,1.7213,1.7045,1.9457,2.3279,2.5882
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3103,1.8176,1.8514,1.8788,1.9788,2.0715,2.1874
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3117,1.8215,1.856,1.8201,2.0714,2.5536,2.6449
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3127,1.8297,1.8664,1.9073,2.1345,2.6562,3.1681
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3028,1.7622,1.8123,1.5892,1.8187,2.142,3.0253
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3137,1.8506,1.9811,2.0951,2.2149,2.2857,2.3231
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3043,1.8754,1.9468,1.9542,2.1301,2.0325,2.5112
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.8677,0.7061,0.6521,0.6423,0.585,0.6163,0.6182
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.8982,0.7471,0.6679,0.5632,0.5085,0.478,0.4504
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.8969,0.7457,0.6669,0.619,0.5415,0.6004,0.588
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.8832,0.7263,0.6608,0.6287,0.6207,0.6245,0.6735
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.9073,0.7441,0.6679,0.6242,0.4101,0.3923,0.4387
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.8767,0.7284,0.6762,0.669,0.6488,0.6998,0.706
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.8746,0.704,0.6543,0.5578,0.6382,0.8172,1.0974
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3405,1.5487,1.5491,1.4945,1.419,1.3812,1.3534
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3337,1.5445,1.5626,1.576,1.5729,1.5956,1.4996
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3351,1.5473,1.5673,1.3999,1.6238,2.1562,2.4225
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3366,1.5115,1.4876,1.4772,1.5389,1.5747,1.6039
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3262,1.3956,1.4903,1.5098,1.502,1.4278,1.2828
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3394,1.5744,1.6482,1.6278,1.5636,1.5221,1.4959
Germany,DE,DEU,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3239,1.4656,1.661,2.0072,2.3662,2.3897,2.289
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.787,1.7348,0.7182,0.3863,0.1898,0.1304,0.1066
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.7907,1.8758,1.6569,1.7823,1.7922,1.5305,1.1927
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.7956,1.8859,1.6698,0.6781,0.1868,0.1202,0.0968
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.8014,1.8896,1.6716,1.0013,0.5025,0.193,0.1104
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.7836,1.8826,0.8756,0.3236,0.1725,0.1383,0.0985
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.8027,1.8305,0.7872,0.9844,0.9825,0.8093,0.5764
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.7762,1.3089,0.3051,0.1822,0.1595,0.1179,0.0804
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.3132,1.5904,1.0918,0.7705,0.5135,0.1221,0.0899
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.2977,1.6243,1.0219,0.9912,0.811,0.5581,0.4732
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.3113,1.6407,1.0336,0.6924,0.3793,0.1494,0.074
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.336,1.6286,1.0235,0.6062,0.3194,0.1289,0.1115
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.3123,1.5751,1.0573,0.6345,0.3836,0.1084,0.0346
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.2849,1.5655,0.9776,0.6457,0.3748,0.1039,0.1124
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.3152,1.5656,0.9974,0.584,0.228,0.2004,0.075
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.389,1.0836,0.2933,0.1027,0.0526,0.0353,0.0255
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.3543,1.1356,0.7629,0.6214,0.4365,0.2621,0.313
Germany,DE,DEU,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.3603,1.1413,0.767,0.3967,0.0201,0.0133,0.0087
